Word, Consonants
baz,
bazaar,
bazooka,
bbc,
bdsm,NOT_IN_CMU_DICT
be,
bea,
beach,
beaches,
beachy,
beadle,RAIL
beads,
beagle,RAIL
beak,
beaker,
beam,
beams,
bean,
bean-bag,NOT_IN_CMU_DICT
beanie,NOT_IN_CMU_DICT
beanstalk,NOT_IN_CMU_DICT
bear,
bearable,RAIL
beard,
bearer,
bearing,TALKING
bears,
bearskin,NOT_IN_CMU_DICT
bearsted,NOT_IN_CMU_DICT
beast,GET
beastality,NOT_IN_CMU_DICT
beastiality,NOT_IN_CMU_DICT
beat,GET
beaten,WATER
beatles,WATER RAIL
beau,
beaufort,GET
beaujolais,LOOK
beaumont,GET
beauregard,
beautiful,WATER RAIL
beautifully,WATER LOOK
beauty,WATER
beauty-parlour,NOT_IN_CMU_DICT
beaver,
bebo,NOT_IN_CMU_DICT
became,
because,
become,
bed,
bed-bug,NOT_IN_CMU_DICT
bedding,TALKING
bedford,
bedroom,RUN
bedspread,RUN
bedwarmer,NOT_IN_CMU_DICT
bee,
beech,
beecher,
beef,
beefeater,WATER
beefsteak,
beehive,HOUSE
been,
beer,
beersheba,NOT_IN_CMU_DICT
beery,
beetle,WATER RAIL
beetroot,NOT_IN_CMU_DICT
befits,
before,
beforehand,HOUSE
beg,
began,
begin,
beginner,
beginning,TALKING
begrudge,RUN
begrudgingly,NOT_IN_CMU_DICT
begun,
behalf,HOUSE
behave,HOUSE
behaved,HOUSE
behavior,HOUSE
behavioral,HOUSE RAIL
behaviour,HOUSE
behind,HOUSE
beige,
beijing,TALKING
being,TALKING
beirut,GET
belarus,LOOK
beleaguered,LOOK
belfast,RAIL GET
belgium,RAIL
belgrave,RAIL RUN
belief,LOOK
believable,LOOK RAIL
believe,LOOK
believed,LOOK
believer,LOOK
believers,LOOK
belike,NOT_IN_CMU_DICT
belize,LOOK
belkin,RAIL
bell,RAIL
bella,LOOK
belle,RAIL
bellflower,RAIL LOOK
bellows,LOOK
bellwether,RAIL THIS
belly,LOOK
belong,LOOK TALKING
beloved,LOOK
below,LOOK
belt,RAIL GET
beluga,LOOK
belushi,LOOK
belvedere,RAIL
bemba,NOT_IN_CMU_DICT
ben,
benares,NOT_IN_CMU_DICT
bench,
benchmark,
bend,
beneath,THINK
benedictine,
beneficial,RAIL
benefit,GET
benefits,
benelux,LOOK
bengali,TALKING LOOK
benghazi,NOT_IN_CMU_DICT
benidorm,NOT_IN_CMU_DICT
benign,
benignly,LOOK
benjamin,
bennett,GET
bent,GET
beograd,NOT_IN_CMU_DICT
bere,
bergamot,NOT_IN_CMU_DICT
bergen,
bergerac,NOT_IN_CMU_DICT
bering,TALKING
berkeley,LOOK
berlin,LOOK
berlioz,LOOK
bermuda,
bernard,
berry,
berth,THINK
bertha,THINK
beseech,
beside,
best,GET
best-selling,NOT_IN_CMU_DICT
bestiality,LOOK WATER
bestsellers,LOOK
bet,GET
beta,WATER
betcha,
beth,THINK
bethesda,THINK
bethlehem,THINK LOOK HOUSE
bethnal,NOT_IN_CMU_DICT
beto,NOT_IN_CMU_DICT
betroth,NOT_IN_CMU_DICT
better,WATER
betting,WATER TALKING
betty,WATER
between,
beulah,LOOK
beverage,RUN
beverly,LOOK
beware,
beyfus,NOT_IN_CMU_DICT
beyond,
bezel,NOT_IN_CMU_DICT
bhaji,NOT_IN_CMU_DICT
bhutan,WATER
bianca,
bias,
biases,
bible,RAIL
biblical,LOOK RAIL
bibliographic,LOOK RUN
bibliography,LOOK RUN
biceps,
bickersteth,NOT_IN_CMU_DICT
bicycle,RAIL
bid,
bidder,
bidding,TALKING
bidet,NOT_IN_CMU_DICT
bieber,
bier,
big,
bigger,
biggest,GET
biggie,
bigmouth,NOT_IN_CMU_DICT
bigot,GET
bigoted,WATER
bigotry,RUN
bike,
biker,
bikini,
bilharzia,NOT_IN_CMU_DICT
billboard,RAIL
billfold,RAIL
billion,RAIL
billionaire,RAIL
billy,LOOK
bin,
binary,
binaural,NOT_IN_CMU_DICT
bind,
bingo,TALKING
bio,
biochemistry,RUN
biodiversity,WATER
biofuels,NOT_IN_CMU_DICT
biography,RUN
biological,LOOK RAIL
biologist,LOOK GET
biologists,LOOK
biology,LOOK
biomass,
biophysics,
biopic,
biorhythm,NOT_IN_CMU_DICT
biosphere,
biotechnology,WATER LOOK
biowaste,NOT_IN_CMU_DICT
bipolar,LOOK
birch,
bird,
birdbath,NOT_IN_CMU_DICT
birdie,
birdwatcher,
birmingham,TALKING HOUSE
birth,THINK
birthday,THINK
birther,NOT_IN_CMU_DICT
birthmark,THINK
birthrate,THINK RUN GET
birthright,THINK RUN GET
birthstone,NOT_IN_CMU_DICT
biscuit,GET
biscuits,
bishop,
bissau,NOT_IN_CMU_DICT
bit,GET
bitch,
bite,GET
bites,
bithynia,NOT_IN_CMU_DICT
bitmap,NOT_IN_CMU_DICT
bitten,WATER
bitter,WATER
bittersweet,WATER GET
biunique,NOT_IN_CMU_DICT
biuniqueness,NOT_IN_CMU_DICT
biweekly,LOOK
biz,
bizarre,
bizrate,GET
blabbermouth,NOT_IN_CMU_DICT
black,LOOK
blackadder,NOT_IN_CMU_DICT
blackberry,LOOK
blackboard,LOOK
blackjack,LOOK
blackmail,LOOK RAIL
blade,LOOK
blades,LOOK
blah,LOOK
blair,LOOK
blaire,NOT_IN_CMU_DICT
blairgowrie,NOT_IN_CMU_DICT
blake,LOOK
blame,LOOK
blamed,LOOK
blank,LOOK
blanket,LOOK GET
blast,LOOK GET
blatant,LOOK WATER GET
blatantly,LOOK WATER
blather,LOOK THIS
blawith,NOT_IN_CMU_DICT
blaydon,LOOK
blazer,LOOK
bleach,LOOK
bleak,LOOK
bleary,LOOK
bleeding,LOOK TALKING
blend,LOOK
bless,LOOK
blesses,LOOK
blew,LOOK
blimey,NOT_IN_CMU_DICT
blind,LOOK
blindly,LOOK
blink,LOOK
bliss,LOOK
blithely,LOOK THINK
blithering,NOT_IN_CMU_DICT
blithesome,NOT_IN_CMU_DICT
blitzkrieg,LOOK RUN
blob,LOOK
block,LOOK
blockbuster,LOOK
blocking,LOOK TALKING
bloemfontein,NOT_IN_CMU_DICT
blog,LOOK
blogger,LOOK
bloggers,LOOK
bloggers,LOOK
blogging,LOOK TALKING
blogging,LOOK TALKING
blogosphere,LOOK
blogs,LOOK
blogs,LOOK
blond,LOOK
blonde,LOOK
blood,LOOK
blood-bath,NOT_IN_CMU_DICT
blood-poisoning,NOT_IN_CMU_DICT
blood-pressure,NOT_IN_CMU_DICT
blood-transfusion,NOT_IN_CMU_DICT
blood-type,NOT_IN_CMU_DICT
bloodbaths,NOT_IN_CMU_DICT
bloodhound,LOOK HOUSE
bloody,LOOK
bloom,LOOK
bloomberg,LOOK
bloor,LOOK
blotchy,LOOK
blouse,LOOK
blow,LOOK
blowfish,LOOK
blowfly,NOT_IN_CMU_DICT
blowjob,LOOK
blown,LOOK
blows,LOOK
blowtorch,LOOK WATER
bludgeoned,LOOK
blue,LOOK
bluebeard,LOOK
bluebells,LOOK RAIL
blueberry,LOOK
blues,LOOK
bluetooth,LOOK WATER THINK
blumenthal,LOOK THINK RAIL
blur,LOOK
blurb,LOOK
blurred,LOOK
blurring,LOOK TALKING
blurry,LOOK
blush,LOOK
blusher,NOT_IN_CMU_DICT
blvd,LOOK
blythe,LOOK THIS
bmw,RAIL
boa,
boar,
board,
boarder,
boarding,TALKING
boardwalk,
boas,
boat,GET
boateng,NOT_IN_CMU_DICT
boaz,
bob,
bobby,
boccaccio,NOT_IN_CMU_DICT
bodega,
bodge,NOT_IN_CMU_DICT
bodhran,NOT_IN_CMU_DICT
bodied,
body,
body-builder,NOT_IN_CMU_DICT
body-snatchers,NOT_IN_CMU_DICT
bodywork,NOT_IN_CMU_DICT
bog,
bogey,
boggle,RAIL
boggles,RAIL
bogus,
boil,RAIL
boiler,LOOK
boing,NOT_IN_CMU_DICT
boink,
boise,
bold,RAIL
bolitho,LOOK THINK
bolivia,LOOK
bollywood,LOOK
bolshie,NOT_IN_CMU_DICT
bolt,RAIL GET
bolton,RAIL
bomb,
bombardier,
bombing,TALKING
bombshell,RAIL
bon,
bonanza,
bond,
bondage,
bonding,TALKING
bone,
bonfire,
bonnie,
bonus,
boo,
boo-boo,NOT_IN_CMU_DICT
boob,
boogie,
boojum,NOT_IN_CMU_DICT
book,
book-club,NOT_IN_CMU_DICT
booker,
bookkeeping,TALKING
booklet,LOOK GET
bookmark,
bookshop,
bookstore,
bool,NOT_IN_CMU_DICT
boolean,LOOK
boom,
boong,NOT_IN_CMU_DICT
boor,
boorish,
boorishly,NOT_IN_CMU_DICT
boorishness,
boors,
boost,GET
boot,GET
boot-camp,NOT_IN_CMU_DICT
booth,THINK
booths,THINK
bootleg,LOOK
boots,
booty,WATER
booze,
borax,
bordeaux,
border,
borderline,LOOK
bore,
bored,
boredom,
boring,TALKING
bork,
born,
borne,
borneo,
boron,
borough,
borrow,
borrowed,
borzois,NOT_IN_CMU_DICT
bosch,
bosnia,
bosom,
boss,
boston,
bosworth,THINK
botch,
both,THINK
botham,THINK
bother,THIS
botheration,NOT_IN_CMU_DICT
bothering,THIS TALKING
bothers,THIS
botswana,
bottle,WATER RAIL
bottom,WATER
botulism,LOOK
bouffant,NOT_IN_CMU_DICT
bougainvillea,LOOK
bought,GET
bougie,
boulder,RAIL
boulevard,LOOK
boulevard,LOOK
boulogne,NOT_IN_CMU_DICT
bounce,
bound,
boundary,RUN
bouquet,
bourbon,
bourdain,NOT_IN_CMU_DICT
bourdon,NOT_IN_CMU_DICT
bourgeois,
bourgeoisie,
bourgeouisie,NOT_IN_CMU_DICT
bourn,
bourne,
bournemouth,NOT_IN_CMU_DICT
bourse,
boursin,NOT_IN_CMU_DICT
bout,GET
boutique,WATER
bouzouki,NOT_IN_CMU_DICT
bow,
bow-wow,NOT_IN_CMU_DICT
bowater,WATER
bowden,
bowel,RAIL
bower,
bowery,
bowes,
bowker,
bowl,RAIL
bowman,
bowra,NOT_IN_CMU_DICT
bows,
bowsaw,NOT_IN_CMU_DICT
bowser,
bowshot,NOT_IN_CMU_DICT
bowstring,NOT_IN_CMU_DICT
bowyer,
boxes,
boxing-gloves,NOT_IN_CMU_DICT
boxing-match,NOT_IN_CMU_DICT
boy,
boyce,
boycott,GET
boyd,
boyega,NOT_IN_CMU_DICT
boyfriend,RUN
boyle,RAIL
bra,RUN
bracelet,RUN LOOK GET
bracket,RUN GET
brad,RUN
bradford,RUN
bradley,RUN LOOK
brady,RUN
braemar,NOT_IN_CMU_DICT
braggadocio,RUN
brahmanic,NOT_IN_CMU_DICT
brahmin,RUN
braille,RUN RAIL
brain,RUN
braintree,RUN
brake,RUN
branch,RUN
branches,RUN
brandon,RUN
brass,RUN
brasserie,RUN
bravado,RUN
brave,RUN
braver,RUN
bravo,RUN
brawny,RUN
brazen,RUN
brazil,RUN RAIL
brazilian,RUN RAIL
breach,RUN
bread,RUN
breadbasket,RUN GET
breadcrumbs,NOT_IN_CMU_DICT
breadstuffs,NOT_IN_CMU_DICT
break,RUN
break-in,RUN
break-up,NOT_IN_CMU_DICT
breakdown,RUN
breakers,RUN
breakfast,RUN GET
breakthrough,RUN THINK
breakwater,RUN WATER
bream,RUN
brearley,RUN LOOK
breast,RUN GET
breastfeeding,RUN TALKING
breath,RUN THINK
breathe,RUN THIS
breathes,RUN THIS
breathtaking,RUN THINK TALKING
bred,RUN
breech,RUN
breed,RUN
breeze,RUN
brereton,NOT_IN_CMU_DICT
brethren,RUN THIS
brett,RUN GET
breughel,NOT_IN_CMU_DICT
brewer,RUN
brewery,RUN
brezhnev,RUN
brian,RUN
brick,RUN
bridal,RUN RAIL
bride,RUN
bridegroom,RUN
bridesmaids,RUN
bridge,RUN
bridgwater,NOT_IN_CMU_DICT
bridle-path,NOT_IN_CMU_DICT
bridle-paths,NOT_IN_CMU_DICT
brie,RUN
brief,RUN
briefly,RUN LOOK
brierley,RUN LOOK
brigade,RUN
brigadier,RUN
bright,RUN GET
brightly,RUN LOOK
brighton,RUN WATER
brigitte,RUN GET
brilliant,RUN RAIL GET
brilliantly,RUN RAIL LOOK
bring,RUN TALKING
bring,RUN TALKING
bringing,RUN TALKING
bringing,RUN TALKING
brings,RUN TALKING
brings,RUN TALKING
brisbane,RUN
bristol,RUN RAIL
britain,RUN WATER
britannica,RUN WATER
british,RUN WATER
britney,RUN
broach,RUN
broad,RUN
broadband,RUN
broadcast,RUN GET
broadly,RUN LOOK
broadminded,NOT_IN_CMU_DICT
broadmoor,NOT_IN_CMU_DICT
broadsheet,NOT_IN_CMU_DICT
broadsword,RUN
broadway,RUN
brochure,RUN
brogues,NOT_IN_CMU_DICT
broke,RUN
broken,RUN
broker,RUN
bromsgrove,NOT_IN_CMU_DICT
brontosaurus,RUN
bronze,RUN
brooch,RUN
brood-mares,NOT_IN_CMU_DICT
brook,RUN
brooklyn,RUN LOOK
brophy,RUN
bros,NOT_IN_CMU_DICT
broth,RUN THINK
brother,RUN THIS
brother-in-law,RUN THIS LOOK
brotherhood,RUN THIS HOUSE
brought,RUN GET
brow,RUN
browbeaten,NOT_IN_CMU_DICT
brown,RUN
brownie,RUN
browse,RUN
browser,RUN
broxbourne,NOT_IN_CMU_DICT
bruce,RUN
bruges,RUN
bruise,RUN
brummie,NOT_IN_CMU_DICT
brunette,RUN GET
bruno,RUN
brunswick,RUN
brush,RUN
brush-up,NOT_IN_CMU_DICT
brussels,RUN RAIL
brutal,RUN WATER RAIL
bryan,RUN
bryant,RUN GET
bubble,RAIL
bubblegum,NOT_IN_CMU_DICT
buchanan,
buck,
bucket,GET
buckingham,TALKING HOUSE
buckwheat,GET
bucolic,LOOK
bud,
budapest,GET
buddha,
buddy,
budget,GET
budgetary,WATER
budgie,NOT_IN_CMU_DICT
budgies,NOT_IN_CMU_DICT
budweiser,
buff,
buffalo,LOOK
buffer,
buffet,GET
bug,
buganda,NOT_IN_CMU_DICT
bugatti,WATER
bugger,
buggers,
buggy,
bugle,RAIL
bugler,NOT_IN_CMU_DICT
build,RAIL
build-up,RAIL
building,RAIL TALKING
built,RAIL GET
built-up,NOT_IN_CMU_DICT
bukkake,
bukowski,
bulb,RAIL
bulbs,RAIL
bulgaria,RAIL
bulgarian,RAIL
bulk,RAIL
bull,RAIL
bulldog,RAIL
bullet,LOOK GET
bulletin,LOOK WATER
bullets,LOOK
bulrush,RAIL RUN
bulwer,NOT_IN_CMU_DICT
bumblebee,RAIL
bump,
bumper,
bunch,
bundist,NOT_IN_CMU_DICT
bundle,RAIL
bungalow,TALKING LOOK
bungalows,TALKING LOOK
bungee,
bunk,
bunny,
burbank,
burberry,NOT_IN_CMU_DICT
burch,
burden,
bureau,
bureaucracy,RUN
burette,NOT_IN_CMU_DICT
burford,
burger,
burgess,
burgh,NOT_IN_CMU_DICT
burglar,LOOK
burglary,LOOK
burgoyne,
burgundy,
buried,
burke,
burley,LOOK
burlington,LOOK TALKING
burma,
burn,
burning,TALKING
burns,
burnt,GET
burpee,
burro,
burrows,
burry,
burst,GET
burton,WATER
burundi,
burwell,RAIL
bus,
busby,
buscemi,
bused,GET
buses,
bush,
bushcraft,NOT_IN_CMU_DICT
bushey,
bushido,NOT_IN_CMU_DICT
bushnell,RAIL
bushy,
business,
businesses,
bust,GET
busty,
busy,
but,GET
butch,
butcher,
butchery,
butler,LOOK
butt,GET
butter,WATER
buttercup,WATER
butterfly,WATER LOOK
butterscotch,WATER
butterworth,WATER THINK
button,WATER
buy,
buyer,
buzz,
buzzard,
buzzer,
buzzing,TALKING
by,
by-paths,NOT_IN_CMU_DICT
by-product,NOT_IN_CMU_DICT
by-your-leave,NOT_IN_CMU_DICT
bye,
byfleet,NOT_IN_CMU_DICT
bygone,
bylaws,LOOK
bypass,
byroad,NOT_IN_CMU_DICT
byron,
byte,GET
byway,
byword,
cab,
cabbage,
cabdriver,RUN
cabin,
cabinet,GET
cable,RAIL
cabled,RAIL
cache,
cached,GET
cad,
cadaver,
cadillac,LOOK
caesura,NOT_IN_CMU_DICT
cafe,
caffeine,
cage,
cagey,
caiman,NOT_IN_CMU_DICT
caird,NOT_IN_CMU_DICT
cairn,
cairngorm,NOT_IN_CMU_DICT
cairns,
cairo,
caister,NOT_IN_CMU_DICT
caithness,NOT_IN_CMU_DICT
cake,
cakewalk,NOT_IN_CMU_DICT
cal,RAIL
calcium,RAIL
calculate,RAIL LOOK GET
calculated,RAIL LOOK WATER
calculation,RAIL LOOK
calculator,RAIL LOOK WATER
calculus,RAIL LOOK
calder,RAIL
caleb,LOOK
calendar,LOOK
calf,
calf-love,NOT_IN_CMU_DICT
calgary,RAIL
calibration,LOOK RUN
california,LOOK
call,RAIL
calling,LOOK TALKING
calm,RAIL
calmly,LOOK RAIL
caltrop,NOT_IN_CMU_DICT
calve,NOT_IN_CMU_DICT
calves,
calvin,RAIL
cam,
camberwell,NOT_IN_CMU_DICT
cambodia,
camborne,NOT_IN_CMU_DICT
cambourne,NOT_IN_CMU_DICT
cambridge,RUN
camcorder,
camcorders,
camcorders,
came,
camel,RAIL
camera,RUN
cameron,
cameroon,
camouflage,LOOK
camp,
campaign,
campbell,RAIL
campfire,
camping,TALKING
campsite,GET
campus,
can,
can't,GET
canada,
canadian,
canal,RAIL
canary,
canberra,
cancel,RAIL
cancellation,LOOK
cancelled,RAIL
cancer,
candidate,GET
candle,RAIL
candy,
cannoli,NOT_IN_CMU_DICT
cannon,
cannot,GET
canoeing,TALKING
canon,
canonical,RAIL
cant,GET
cantata,WATER
canterbury,
cantors,
canvas,
canyon,
cap,
capability,LOOK WATER
capable,RAIL
capacity,WATER
cape,
capital,WATER RAIL
capitalism,WATER LOOK
capitalist,WATER LOOK GET
capitol,WATER RAIL
capped,GET
cappuccino,
captain,
captcha,NOT_IN_CMU_DICT
capture,
captured,
capuche,NOT_IN_CMU_DICT
capuchin,NOT_IN_CMU_DICT
car,
car-ferry,NOT_IN_CMU_DICT
carb,
carbon,
carbonic,
carboxyl,NOT_IN_CMU_DICT
carbuncle,NOT_IN_CMU_DICT
carburetor,WATER
carcinogen,
card,
card-carrying,NOT_IN_CMU_DICT
cardboard,
cardiac,
cardiff,
cardigan,
cardiovascular,LOOK
cardsharper,NOT_IN_CMU_DICT
care,
cared,
career,
careers,
carefree,RUN
careful,RAIL
carefully,LOOK
carefulness,RAIL
careladen,NOT_IN_CMU_DICT
careless,LOOK
carelessly,LOOK
caremark,
carer,
caretaker,
careworn,NOT_IN_CMU_DICT
carey,
carfare,NOT_IN_CMU_DICT
carfax,NOT_IN_CMU_DICT
cargo,
caribbean,
caricature,
caricatured,
caring,TALKING
carl,RAIL
carla,LOOK
carleen,LOOK
carlo,LOOK
carlos,LOOK
carlton,RAIL
carmaker,
carmen,
carmichael,RAIL
carnaby,NOT_IN_CMU_DICT
carnation,
carnegie,
carney,
carnival,RAIL
carnivorous,
carol,RAIL
carolina,LOOK
caroline,LOOK
carp,
carpathian,NOT_IN_CMU_DICT
carpenter,
carpet,GET
carpology,NOT_IN_CMU_DICT
carr,
carriage,
carrie,
carried,
carrier,
carrier-bag,NOT_IN_CMU_DICT
carrier-bags,NOT_IN_CMU_DICT
carroll,RAIL
carrot,GET
carrot,GET
carrots,
carrots,
carruthers,THIS
carry,
carry-on,NOT_IN_CMU_DICT
carson,
carstairs,NOT_IN_CMU_DICT
cart,GET
carthage,THINK
carthew,NOT_IN_CMU_DICT
carthusian,NOT_IN_CMU_DICT
cartoon,
cartouche,NOT_IN_CMU_DICT
cartridge,RUN
carvery,NOT_IN_CMU_DICT
carving,TALKING
carving-fork,NOT_IN_CMU_DICT
carving-knife,NOT_IN_CMU_DICT
cary,
carzey,NOT_IN_CMU_DICT
casa,
cascade,
case,
cased,NOT_IN_CMU_DICT
casey,
cash,
cashier,
cashiers,
cashmere,
casino,
casio,
cask,
casket,GET
cassava,NOT_IN_CMU_DICT
cassette,GET
cassie,
cassis,
cast,GET
cast-iron,NOT_IN_CMU_DICT
castile,RAIL
casting,TALKING
castle,RAIL
castleford,NOT_IN_CMU_DICT
casual,RAIL
casually,LOOK
casualty,RAIL
cat,GET
catacomb,WATER
catalog,WATER LOOK
catalogue,WATER LOOK
catalpa,NOT_IN_CMU_DICT
catalyst,WATER LOOK GET
catapult,WATER RAIL GET
catastrophe,WATER RUN
catastrophic,WATER RUN
catch,
catch-as-catch-can,NOT_IN_CMU_DICT
catch-up,NOT_IN_CMU_DICT
catches,
cate,GET
categorically,WATER LOOK
category,WATER
caterham,NOT_IN_CMU_DICT
catering,WATER TALKING
caterpillar,WATER LOOK
catfood,NOT_IN_CMU_DICT
cathay,THINK
cathcart,THINK GET
cathedral,THINK RUN RAIL
catherine,THINK RUN
catheter,THINK WATER
catholic,THINK LOOK
cathy,THINK
cattle,WATER RAIL
catwalk,
caucasian,
caucasus,
caught,GET
cauliflower,LOOK
causal,RAIL
causality,LOOK WATER
causation,
cause,
caused,
caustic,
causticity,NOT_IN_CMU_DICT
caution,
cautioned,
cavalier,LOOK
cavalry,RAIL RUN
cave,
caveat,GET
cavendish,
cavill,NOT_IN_CMU_DICT
cavity,WATER
cawdor,NOT_IN_CMU_DICT
cawood,
cayman,
cdna,NOT_IN_CMU_DICT
cdt,NOT_IN_CMU_DICT
cease,
ceased,GET
ceases,
ceasing,TALKING
cedar,
ceiling,LOOK TALKING
celeb,LOOK
celebrate,LOOK RUN GET
celebrated,LOOK RUN WATER
celebration,LOOK RUN
celebrity,LOOK RUN WATER
celebs,LOOK
celina,LOOK
cellophane,LOOK
cellular,RAIL LOOK
celtic,RAIL
cement,GET
cement,GET
cement,GET
cemetery,WATER
censor,
censored,
censoring,TALKING
censorious,NOT_IN_CMU_DICT
censors,
censorship,
censure,
census,
cent,GET
centaurus,NOT_IN_CMU_DICT
centaury,NOT_IN_CMU_DICT
center,
centilitre,NOT_IN_CMU_DICT
centime,
centimetre,WATER
centrally,RUN LOOK
centre,
centrifugal,RUN RAIL
centrifugation,NOT_IN_CMU_DICT
centrifuge,RUN
century,
ceo,
cephalothorax,NOT_IN_CMU_DICT
ceramic,
ceremony,
certain,WATER
certainly,WATER LOOK
certainty,WATER
certificate,WATER GET
certification,WATER
certified,WATER
cfr,NOT_IN_CMU_DICT
cgi,
cha-cha,NOT_IN_CMU_DICT
chad,
chaff,
chafing,TALKING
chain,
chainsaws,
chair,
chair-lift,NOT_IN_CMU_DICT
chairman,
chairmen,
chairs,
chairwoman,
chalets,LOOK
chalk,
challenge,LOOK
challenged,LOOK
chamber,
chambers,
champagne,
champion,
championship,
chan,
chance,
chancellor,LOOK
chandelier,LOOK
change,
changed,
changelog,NOT_IN_CMU_DICT
changeover,
channel,RAIL
chaos,
chaotic,WATER
chap,
chapel,RAIL
chaps,
char,
character,
characteristic,
characterization,
characterize,
characterized,
charcoal,RAIL
charge,
charged,
charger,
charitable,WATER RAIL
charity,WATER
charles,RAIL
charleston,RAIL
charlie,LOOK
charlotte,LOOK GET
charm,
charmaine,
charming,TALKING
chart,GET
charwoman,
chas,
chase,
chassis,
chauffeur,
cheadle,RAIL
cheap,
cheaply,LOOK
cheapside,NOT_IN_CMU_DICT
cheat,GET
check,
checklist,LOOK GET
checkout,GET
checkpoint,GET
cheek,
cheeky,
cheer,
cheerful,RAIL
cheering,TALKING
cheerleader,LOOK
cheers,
cheery,
cheese,
chef,
chekhov,
chelsea,RAIL
chem,
chemical,RAIL
chemist,GET
chemistry,RUN
chemists,
chemolysis,NOT_IN_CMU_DICT
chen,
cheque,
cherish,
cherry,
cherwell,NOT_IN_CMU_DICT
cheshire,
chess,
chest,GET
chest,GET
chester,
chester,
chesterfield,RAIL
chestnut,GET
chevrolet,RUN LOOK
chevy,
chew,
chewed,
chewing,TALKING
chewing-gum,NOT_IN_CMU_DICT
chews,
chewy,
chi,
chi-chi,NOT_IN_CMU_DICT
chia,
chic,
chicago,
chick,
chickadee,NOT_IN_CMU_DICT
chicken,
chickpea,NOT_IN_CMU_DICT
chief,
chiffchaff,NOT_IN_CMU_DICT
child,RAIL
child-bearing,NOT_IN_CMU_DICT
childhood,RAIL HOUSE
childish,RAIL
children,RAIL RUN
childrens,RAIL RUN
childrens,RAIL RUN
chile,LOOK
chili,LOOK
china,
chinese,
chip,
chipmunk,
chippewa,
chiropractic,RUN
chit-chat,NOT_IN_CMU_DICT
cho,
chocho,NOT_IN_CMU_DICT
chocolate,LOOK GET
chocolatey,NOT_IN_CMU_DICT
choice,
choir,
cholesterol,LOOK RAIL
choose,
chop,
chopped,GET
chopping,TALKING
chops,
choral,RAIL
chorale,RAIL
chord,
chorus,
chose,
chosen,
chow-chow,NOT_IN_CMU_DICT
chris,RUN
christ,RUN GET
christian,RUN
christianity,RUN WATER
christina,RUN
christine,RUN
christmas,RUN
christopher,RUN
chrome,RUN
chronic,RUN
chronicle,RUN RAIL
chronograph,NOT_IN_CMU_DICT
chronological,RUN LOOK RAIL
chrysler,RUN LOOK
chubby,
chuck,
chugalug,NOT_IN_CMU_DICT
chukchee,NOT_IN_CMU_DICT
chunk,
chunks,
chunky,
church,
churches,
churchill,RAIL HOUSE
churro,NOT_IN_CMU_DICT
chutzpa,NOT_IN_CMU_DICT
chuvash,NOT_IN_CMU_DICT
chuzzlewit,NOT_IN_CMU_DICT
cia,
cialis,LOOK
ciao,
ciba,
cider,
cigarette,GET
ciggie,NOT_IN_CMU_DICT
cimetidine,NOT_IN_CMU_DICT
cincinnati,WATER
cindy,
cinema,
cingular,LOOK
cinquefoils,NOT_IN_CMU_DICT
cir,NOT_IN_CMU_DICT
circa,
circle,RAIL
circuit,GET
circuitry,RUN
circular,LOOK
circulate,LOOK GET
circulated,LOOK WATER
circulates,LOOK
circulating,LOOK WATER TALKING
circulation,LOOK
circumcision,
circumstance,
circumstances,
circumstantial,RAIL
circumstantiate,NOT_IN_CMU_DICT
circus,
cisco,
citation,WATER
cite,GET
cited,WATER
cither,NOT_IN_CMU_DICT
citizen,WATER
citizenship,WATER
city,WATER
citysearch,WATER
ciudad,
civic,
civil,RAIL
civilian,RAIL
civilization,LOOK
civilize,LOOK
civilized,LOOK
civilizes,NOT_IN_CMU_DICT
civilizing,NOT_IN_CMU_DICT
clad,LOOK
claim,LOOK
claims,LOOK
clair,LOOK
claire,LOOK
clairvoyant,LOOK GET
clan,LOOK
clara,LOOK
clare,LOOK
claremont,LOOK GET
clarification,LOOK
clarified,LOOK
clarifies,LOOK
clarify,LOOK
clarifying,LOOK TALKING
clarity,LOOK WATER
clark,LOOK
clarke,LOOK
clarkson,LOOK
clash,LOOK
clashes,LOOK
class,LOOK
classes,LOOK
classic,LOOK
classical,LOOK RAIL
classification,LOOK
classified,LOOK
classifieds,LOOK
classifieds,LOOK
classifies,LOOK
classify,LOOK
classifying,LOOK TALKING
classroom,LOOK RUN
clause,LOOK
clavier,NOT_IN_CMU_DICT
clawback,NOT_IN_CMU_DICT
claws,LOOK
clay,LOOK
claydon,NOT_IN_CMU_DICT
claypan,NOT_IN_CMU_DICT
clean,LOOK
cleancut,NOT_IN_CMU_DICT
cleanly,LOOK
cleanup,LOOK
clear,LOOK
clear-cut,LOOK GET
clear-sighted,NOT_IN_CMU_DICT
clearance,LOOK
clearcole,NOT_IN_CMU_DICT
cleared,LOOK
clearer,LOOK
clearest,LOOK GET
clearly,LOOK
clearness,LOOK
clearwater,LOOK WATER
clearway,NOT_IN_CMU_DICT
cleethorpe,NOT_IN_CMU_DICT
clegg,LOOK
clerestories,NOT_IN_CMU_DICT
clerk,LOOK
cleveland,LOOK
clever,LOOK
cleverer,LOOK
cleverest,NOT_IN_CMU_DICT
cliche,LOOK
click,LOOK
client,LOOK GET
cliff,LOOK
climate,LOOK GET
climb,LOOK
climbing,LOOK TALKING
